prompt,image_name,index,quality_score,generated_answer
"bird, driving car, wild, realistic style",deepai_0_2_1_1.jpg,7,2.5190716388298653,"A stylized digital painting of a bird perched on a metal staple. The subject is recognizable, yet its sharp feet appear anatomically distorted. Fine details exhibit slight oversmoothing and repetitive background texture patterns."
"bird, having hamburger, city, anime style",deepai_0_3_0_0.jpg,8,2.856459173900621,A cartoon character with a burger for a head stands against a cloudy sky. The burger head features malformed layers and nonsensical surface scribbles. Thick outlines and flat textures show no dominant local artifact.
"bird, having hamburger, city, realistic style",deepai_0_3_0_1.jpg,8,3.3751293125081734,A stylized digital illustration depicts a large hamburger and a black bird. The burger's layered structure appears fused with indistinct component boundaries. Waxy surfaces show pseudo-details and inconsistent edge definition.
"bird, having hamburger, wild, anime style",deepai_0_3_1_0.jpg,8,3.356771852987784,A vibrant cartoon illustration shows a personified hamburger on a white plate. The subject is structurally coherent and clearly readable as a stylized character. Textures display slight waxiness and repetitive patterns in the background.
"bird, having hamburger, wild, realistic style",deepai_0_3_1_1.jpg,8,2.9154277029880813,"A cartoon illustration shows a gray bird on a hamburger against a green background. The bird is clear, though its legs are thin and fused to the bun. Shading appears waxy with inconsistent pseudo-details."
"bird, having icecream, city, anime style",deepai_0_4_0_0.jpg,9,2.959615092414733,A stylized illustration shows a girl eating dessert on a city street. The subject has malformed hands and unnatural limb proportions. Background textures are flat with unreadable symbolic details.
"bird, having icecream, city, realistic style",deepai_0_4_0_1.jpg,9,2.4629856966610832,A cartoon illustration shows a person in profile feeding a bird. The subject's face and hand are distorted at the mouth and bird contact point. Inconsistent outlines and splatter textures appear on the edges.
"bird, having icecream, wild, anime style",deepai_0_4_1_0.jpg,9,2.3303215732235967,"A blonde anime girl holds an ice cream cup against green leaves. The subject exhibits facial asymmetry and simplified, fused finger anatomy. Skin textures appear overly smooth with a characteristic waxy finish."
"bird, having icecream, wild, realistic style",deepai_0_4_1_1.jpg,9,2.933034641526733,A four-panel grid shows stylized colorful birds on perches in pop-art style. Bird subjects maintain consistent simplified anatomy and clear semantic readability. Intentional grainy textures and bold outlines characterize the flat color fills.
"bird, having pizza, city, anime style",deepai_0_5_0_0.jpg,10,2.53781285,"A cartoon bird holds a pizza in front of warped city buildings. The foreground subject is coherent, while background structures exhibit melting and fusion. Crisp outlines and flat colors dominate the visual field."
"bird, having pizza, city, anime style",dreamStudio_0_0_0_0.jpg,10,2.1342476098301777,"A photorealistic top-down view shows a sliced pepperoni pizza inside a white box. The pizza structure is coherent, though some pepperoni slices appear malformed or fused. Surface textures display a waxy smoothness with softened edge definitions."
"bird, having pizza, city, realistic style",deepai_0_5_0_1.jpg,10,1.987828400909992,A cropped cartoon character holds pizza slices against a simple city skyline. The stylized subject maintains plausible structure and clear semantic readability despite framing. Sharp outlines and flat colors show no dominant local artifact.
"bird, having pizza, city, realistic style",dreamStudio_0_0_0_1.jpg,10,3.116442702987173,"A small bird sits atop a pepperoni pizza within a soft-focus frame. The bird's body merges unnaturally with the pizza, lacking plausible physical separation. Global textures appear waxy and oversmoothed with softened edge definition."
"bird, having pizza, wild, anime style",deepai_0_5_1_0.jpg,10,2.826682958729372,A cartoon pink bird holds a pizza in a minimalist outdoor scene. The character's anatomy is simplified but remains structurally coherent and readable. Bold outlines frame flat colors with subtle background texture repetition.
"bird, having pizza, wild, anime style",dreamStudio_0_0_1_0.jpg,10,1.929463428846132,A soft-focus image depicts a black silhouette atop a pizza slice. The central silhouette is structurally malformed and semantically unreadable. Extreme blur and oversmoothing flatten all visible texture and detail.
"bird, having pizza, wild, realistic style",deepai_0_5_1_1.jpg,10,2.1142921380537385,"A cartoon crop features pizza slices and a red curved object on a plain background. The red shape is ambiguous, and toppings display inconsistent colors across slices. Outlines show slight aliasing and internal areas lack texture."
"bird, having pizza, wild, realistic style",dreamStudio_0_0_1_1.jpg,10,2.3128865714848006,"A close-up shows two slices of pizza on a plain surface. The main slice exhibits severe distortion as fused toppings form a malformed face. Heavy grain, oversaturation, and blur degrade texture clarity."
"bird, playing football, city, anime style",deepai_0_7_0_0.jpg,12,2.738010958749252,A stylized anime illustration shows children running on a vibrant sports field. The central figure exhibits simplified anatomy and distorted limb proportions. Ground surfaces display flat textures and inconsistent local smudging artifacts.
"bird, playing football, city, anime style",dreamStudio_0_2_0_0.jpg,12,1.3983363961593775,A dark blurry bird silhouette appears on a plain light background. The subject's structure is malformed with fused limbs and lacks detail. Global oversmoothing removes all textures and softens every boundary.
"bird, playing football, city, realistic style",deepai_0_7_0_1.jpg,12,3.0942994650339286,"A stylized blue bird holds an American football against a red background. The subject is structurally stable, though the grip and logo show minor distortions. Surfaces appear waxy with some repetitive background pseudo-detail."
"bird, playing football, city, realistic style",dreamStudio_0_2_0_1.jpg,12,1.9684211563162408,A digital painting shows a running athlete in a striped jersey on a blurred field. The athlete's face and hand appear malformed and structurally unstable. Oversmoothing causes flat textures and poorly defined edges everywhere.
"bird, playing football, wild, anime style",deepai_0_7_1_0.jpg,12,2.957250257837281,"An anime illustration shows a boy running with a soccer ball against an abstract background. The subject is coherent, though the hands appear slightly malformed and the pose is rigid. Textures show mild oversmoothing and noticeable grainy noise."
"bird, playing football, wild, anime style",dreamStudio_0_2_1_0.jpg,12,1.6691116890861728,A stylized black and orange character stands against a plain background. The subject's extremities are blurred and lack clear anatomical definition. Global oversmoothing flattens textures and softens all edges.
"bird, playing football, wild, realistic style",deepai_0_7_1_1.jpg,12,3.0434524751507066,A digital illustration shows a colorful bird perched on a purple ball. The bird's anatomy remains coherent despite slightly fused and simplified foot digits. Heavy repetitive canvas texture flattens surface details throughout the image.
"bird, playing football, wild, realistic style",dreamStudio_0_2_1_1.jpg,12,1.6088162289597192,A black bird silhouette is centered on a plain gray background. The avian subject is severely warped with fused wings and a broken torso. Softened edges and flat textures reduce the overall perceptual clarity.
"bird, playing yoga, city, anime style",deepai_0_8_0_0.jpg,13,2.6334824596092368,A stylized orange bird flies before a teal-toned illustrated cityscape. The bird's anatomy is highly elongated with an implausibly long tail and wings. Background textures show repetitive window patterns with inconsistent geometric alignment.
"bird, playing yoga, city, anime style",dreamStudio_0_3_0_0.jpg,13,2.048431269760679,A woman practices yoga on a mat in a blurred city street. The subject's face is severely distorted and lacks any identifiable features. Global oversmoothing significantly flattens all textural details.
"bird, playing yoga, city, realistic style",deepai_0_8_0_1.jpg,13,2.909717951536864,"A stylized black bird stands on a city street in an illustrative style. The bird's body is clear, but its legs are malformed with fused digits. Prominent grain texture and softened edges affect overall clarity."
"bird, playing yoga, city, realistic style",dreamStudio_0_3_0_1.jpg,13,0.9663606481863166,A highly blurred silhouette of a person against a two-tone background. The figure exhibits severe limb elongation and lacks coherent anatomical structure. Heavy global blur obscures all fine details and edge definitions.
"bird, playing yoga, wild, anime style",deepai_0_8_1_0.jpg,13,2.4279722965847936,A stylized cartoon bird with long feathers on a green background. The subject has a malformed head and neck with fused anatomy. Textures appear flat and waxy with softened edge definition.
"bird, playing yoga, wild, anime style",dreamStudio_0_3_1_0.jpg,13,0.244374455,A heavily blurred figure occupies the center of a colorful gradient background. The subject's form is completely indistinct with no visible anatomical features. Extreme blur removes all texture and edge definition.
"bird, playing yoga, wild, realistic style",deepai_0_8_1_1.jpg,13,1.6631885099764177,"A cropped side-view illustration of a bird against a solid green background. The bird's wing anatomy is simplified with fused, ambiguous feather structures. Surfaces exhibit mild waxiness alongside inconsistent line weight and illegible pseudo-text."
"bird, playing yoga, wild, realistic style",dreamStudio_0_3_1_1.jpg,13,2.353584299,A centered 3D-rendered bird stands on a plain brown background. The subject maintains a coherent cartoon structure with readable facial features. Waxy textures and soft edges reduce perceived surface detail.
"bird, using CD, city, anime style",deepai_0_9_0_0.jpg,14,2.993216220561516,A stylized white bird on a red optical disc over a grey background. The bird anatomy is simplified while the printed text is illegible and distorted. The image displays flat color areas with minimal surface texture.
"bird, using CD, city, anime style",dreamStudio_0_4_0_0.jpg,14,0.3827219913437977,A heavily blurred figure occupies the center of a solid teal background. The subject is structurally illegible and lacks any recognizable human features. Severe global blur eliminates all fine details and sharp edges.
"bird, using CD, city, realistic style",deepai_0_9_0_1.jpg,14,3.963810088144627,A vibrant bird is centered against a textured urban skyline background. The subject maintains a stable structure with clear anatomical boundaries. Artificial grunge textures mask fine details and flatten spatial depth.
"bird, using CD, city, realistic style",dreamStudio_0_4_0_1.jpg,14,2.330297948369773,"A digital painting shows a stylized bird in profile on a green surface. The bird features malformed feet, fused tail feathers, and an unnatural head crest. Extreme blurring yields waxy textures and undefined edges."
"bird, using CD, wild, anime style",deepai_0_9_1_0.jpg,14,3.278513421292411,A stylized bird is centered in a vibrant circular illustrative frame. The subject remains recognizable though its wing structure appears fused and warped. Jagged outlines and flat pseudo-textures reduce overall perceptual clarity.
"bird, using CD, wild, anime style",dreamStudio_0_4_1_0.jpg,14,1.6921076470122591,"A black bird silhouette is framed by a textured beige background. The bird's body is clear, but its talons and perch are malformed lines. Grainy textures and smearing affect the background and lower edges."
"bird, using CD, wild, realistic style",deepai_0_9_1_1.jpg,14,1.8454857204806403,"A stylized colorful bird stands on a red surface against a purple background. The subject features a strangely textured wing and thin, unnatural leg structures. Visible background noise and inconsistent surface textures are present."
"bird, using CD, wild, realistic style",dreamStudio_0_4_1_1.jpg,14,1.454908089997902,A side-profile view of a black bird against a soft background. The subject is structurally coherent but lacks any sharp anatomical definition. Severe global oversmoothing removes texture and softens every boundary.
"cat, driving bike, city, anime style",deepai_1_1_0_0.jpg,16,2.705923805980506,An anime illustration depicts a cat and a person riding bicycles outdoors. The characters' limbs are fused to the bikes with malformed hands and joints. Edges exhibit aliasing and textures appear somewhat oversmoothed.
"cat, driving bike, city, realistic style",deepai_1_1_0_1.jpg,16,2.0356427853424925,A graphic silhouette shows a cat riding a bicycle on a textured background. The cat's torso and limbs are ambiguously fused with the bicycle frame. Heavy background grain and softened edges reduce the overall perceptual clarity.
"cat, driving bike, wild, anime style",deepai_1_1_1_0.jpg,16,2.438638069320326,An anime illustration shows a person riding an orange bicycle against a textured background. The character's limbs and bicycle frame exhibit significant structural distortion and joint fusion. Outlines show aliasing and textures lack fine-grained detail.
"cat, driving bike, wild, realistic style",deepai_1_1_1_1.jpg,16,2.745344671875632,A black cat rides a bicycle in a minimalist sketch style. The cat's anatomy is severely distorted and fused with the bicycle frame. Grainy textures and illegible pseudo-text degrade clarity.
"cat, using laptop, city, anime style",deepai_1_10_0_0.jpg,17,2.0465949943726742,"A vector-style orange cat looks out a window at a city skyline. The subject shape is clear, though the forelimb appears awkwardly fused to the neck. Distant buildings show flat textures and misplaced geometric details."
"cat, using laptop, city, anime style",dreamStudio_1_5_0_0.jpg,17,1.1158548062850675,A blurry close-up shows a black and white cat on a plain background. The subject's facial features are heavily smeared and lack clear definition. Heavy global blur flattens textures and obscures all edge definitions.
"cat, using laptop, city, realistic style",deepai_1_10_0_1.jpg,17,2.8099901339053663,A stylized black cat sits behind a laptop against a teal city skyline. The cat's face is distorted with oversized blank eyes and a malformed muzzle. Background textures exhibit repetitive patterns and lack sharp local detail.
"cat, using laptop, city, realistic style",dreamStudio_1_5_0_1.jpg,17,0.7627666391235025,"A blurry close-up shows a cat on a blue surface against an orange background. The subject's features are heavily smoothed into indistinct, structurally ambiguous shapes. Extreme global blur removes all texture and edge definition."
"cat, using laptop, wild, anime style",deepai_1_10_1_0.jpg,17,2.954689768213242,A photorealistic close-up of a tuxedo cat's face over a laptop keyboard. The feline subject is coherent but shows unnatural eyes and dense whiskers. Forehead fur contains visible swirling patterns and waxy texture smoothing.
"cat, using laptop, wild, anime style",dreamStudio_1_5_1_0.jpg,17,1.287783602972718,A close-up digital illustration shows a cat-like face with large yellow eyes. The subject features recognizable eyes but lacks coherent facial structure and fine detail. Heavy global blur and softened edges reduce clarity.
"cat, using laptop, wild, realistic style",deepai_1_10_1_1.jpg,17,2.304444393609687,A digitally rendered cat lies on a laptop against a simple background. The subject shows a jarring mismatch between its grey head and tan body. Textures appear waxy and lack sharp definition.
"cat, using laptop, wild, realistic style",dreamStudio_1_5_1_1.jpg,17,3.4125308142653084,A soft-focus portrait features a grey cat positioned behind a laptop screen. The feline subject remains recognizable despite softened and slightly warped facial features. Oversmoothing creates waxy textures and flattens detail.
"cat, wearing coat, city, anime style",deepai_1_12_0_0.jpg,19,4.031783586140512,A close-up shows a tabby cat wearing a grey coat outdoors. The feline face is clear despite minor eye asymmetry and fur inconsistencies. Textures appear waxy with softened details and heavy background blur.
"cat, wearing coat, city, anime style",dreamStudio_1_7_0_0.jpg,19,1.2693288598085584,A soft-focus digital portrait of a cat with a blue neck accessory. The feline head is coherent but the body is severely melted and indistinct. Global oversmoothing eliminates texture detail and creates a pervasive waxy appearance.
"cat, wearing coat, city, realistic style",deepai_1_12_0_1.jpg,19,2.969254872190509,A black and white cat in a hooded jacket appears in profile. The subject exhibits distorted eye anatomy and slightly implausible facial proportions. Noticeable grain and softened edges reduce the global perceptual sharpness.
"cat, wearing coat, city, realistic style",dreamStudio_1_7_0_1.jpg,19,1.863484755199214,A close-up digital portrait shows a cat's face against a plain background. The subject is clearly readable although the nose exhibits minor structural distortion. Global textures are heavily smoothed with a pervasive waxy appearance.
"cat, wearing coat, wild, anime style",deepai_1_12_1_0.jpg,19,2.969682736,Close-up portrait of a calico cat in a red scarf against a green background. The cat displays subtle facial asymmetry and structurally implausible fur transitions. Waxy textures and over-smoothing dominate the global perceptual quality.
"cat, wearing coat, wild, anime style",dreamStudio_1_7_1_0.jpg,19,1.97489914,A grayscale close-up depicts a fluffy cat head on a neutral background. The subject displays a plausible anatomy with subtle facial asymmetry. Waxy fur textures and heavy peripheral softening reduce local clarity.
"cat, wearing coat, wild, realistic style",deepai_1_12_1_1.jpg,19,4.194483749246269,A detailed pencil sketch shows a tabby cat in a close-up portrait view. The feline subject maintains coherent facial structure and high semantic readability. Fur textures display subtle pseudo-details and softened local edge definitions.
"cat, wearing coat, wild, realistic style",dreamStudio_1_7_1_1.jpg,19,2.10429384008324,A close-up digital painting portrays a tabby cat against a neutral background. The feline subject displays a malformed nose and distorted facial markings. Fur surfaces show a waxy texture with inconsistent fine detail.
"cat, wearing hat, city, anime style",deepai_1_13_0_0.jpg,20,2.6603860955509213,"An illustrated anthropomorphic cat in a suit and red hat faces the viewer. The character's form is clear, but the necktie knot is malformed. Outlines display aliasing, and background details lack texture variation."
"cat, wearing hat, city, anime style",dreamStudio_1_8_0_0.jpg,20,2.007755271,A digital portrait shows a white cat in a black beret on a gray background. The subject's face contains unnatural markings that distort feline anatomy. Fur textures appear overly smoothed and lack fine detail.
"cat, wearing hat, city, realistic style",deepai_1_13_0_1.jpg,20,2.589072847313763,"A stylized cartoon cat lies before a nighttime urban building backdrop. The subject displays a readable face but malformed, looping limb structure. Flat textures and soft shading dominate the overall visual presentation."
"cat, wearing hat, city, realistic style",dreamStudio_1_8_0_1.jpg,20,2.123137965784728,"A digital painting depicts a close-up of a cat's head on a warm background. The feline subject is structurally stable with clear facial features. Fur textures appear overly smooth with a waxy, airbrushed quality."
"cat, wearing hat, wild, anime style",deepai_1_13_1_0.jpg,20,2.741523064759164,A photorealistic close-up depicts a cat wearing a black hat on a plain background. The feline subject maintains structurally plausible anatomy and clear semantic definition. Fur textures appear slightly softened with weak edge definition.
"cat, wearing hat, wild, anime style",dreamStudio_1_8_1_0.jpg,20,3.1625633557612045,A close-up portrait depicts a cat wearing a small top hat. The feline structure is stable though the hat shows slight fusion with fur. Global rendering displays soft focus and waxy surface textures.
"cat, wearing hat, wild, realistic style",deepai_1_13_1_1.jpg,20,2.727181921139759,A digital painting shows a tabby cat wearing a flat cap. The feline head structure is clear despite minor eye pupil inconsistencies. Surfaces show mild oversmoothing and waxy surface quality.
"cat, wearing hat, wild, realistic style",dreamStudio_1_8_1_1.jpg,20,1.6796354426785414,"A digital portrait shows a cat wearing a black hat on a plain background. The facial structure is coherent, but the body lacks clear structural definition. Heavy peripheral smoothing and texture loss reduce clarity."
"cat, wearing shirt, city, anime style",deepai_1_14_0_0.jpg,21,3.0169494844542943,"An anime-style character stands in a narrow urban alley under daylight. The subject's structure is stable, but facial details and shirt text lack semantic clarity. Distant background elements exhibit blurring and repetitive texture artifacts."
"cat, wearing shirt, city, anime style",dreamStudio_1_9_0_0.jpg,21,1.373026291,"A minimalist illustration features an orange cat on a textured grey background. The subject's anatomy is coherent, yet the black tail appears visually disjointed. Prominent background grain and soft edge definition lower the visual clarity."
"cat, wearing shirt, city, realistic style",deepai_1_14_0_1.jpg,21,3.0380151537521245,A digital painting shows a tabby cat in a grey jacket indoors. The subject remains coherent despite minor collar fusion and facial asymmetry. Textures appear waxy and background edges lack sharp definition.
