prompt,image_name,index,quality_score,std_quality,mos_align,std_align
everything is a dream,midjourney_lowstep_013.jpg,13,0.862881799,0.786103358,1.047561688,0.706540313
everything is a dream,midjourney_normal_013.jpg,13,4.119921239,0.553005726,3.512765992,0.687413695
everything is a dream,sd1.5_highcorr_013.jpg,13,0.120426254,0.422839449,1.650442341,1.464131141
everything is a dream,sd1.5_lowcorr_013.jpg,13,2.771446817,0.730046325,2.669101547,0.649559483
everything is a dream,sd1.5_lowstep_013.jpg,13,2.67293154,0.64884122,3.646722598,0.698647445
everything is a dream,sd1.5_normal_013.jpg,13,2.874527714,0.705562312,2.616801603,0.453937889
everything is a dream,xl2.2_normal_013.jpg,13,4.31612288,0.23337979,2.187651086,1.212306542
a small leopard gecko,AttnGAN_normal_014.jpg,14,0.919776796,0.669515599,0.613465793,0.713436676
a small leopard gecko,DALLE2_normal_014.jpg,14,2.954193289,0.812933299,3.752111454,0.466311259
a small leopard gecko,glide_normal_014.jpg,14,1.943986542,0.554337473,2.851195987,0.883144202
a small leopard gecko,midjourney_lowstep_014.jpg,14,2.871898573,0.611918654,3.558776637,0.930029454
a small leopard gecko,midjourney_normal_014.jpg,14,3.248505469,0.478225242,3.683010044,0.666667627
a small leopard gecko,sd1.5_highcorr_014.jpg,14,2.550308113,0.412023623,3.691835574,0.346105293
a small leopard gecko,sd1.5_lowcorr_014.jpg,14,3.048358432,0.538957806,3.572455852,0.438835632
a small leopard gecko,sd1.5_lowstep_014.jpg,14,3.288125226,0.30327621,3.580006984,0.614398847
a small leopard gecko,sd1.5_normal_014.jpg,14,3.404030758,0.300872209,3.774911662,0.392592035
a small leopard gecko,xl2.2_normal_014.jpg,14,3.516316957,0.433368338,3.738509136,0.241830352
santa claus on drugs,AttnGAN_normal_015.jpg,15,0.91586726,0.403143871,0.571482359,0.516367865
santa claus on drugs,DALLE2_normal_015.jpg,15,2.505030811,0.409191015,3.345634382,0.652234055
santa claus on drugs,glide_normal_015.jpg,15,0.563430702,0.546433261,0.60877307,0.535029947
santa claus on drugs,midjourney_lowstep_015.jpg,15,2.630872609,0.413256802,2.851503215,0.787262618
santa claus on drugs,midjourney_normal_015.jpg,15,3.657064334,0.419378629,2.931303945,0.876163186
santa claus on drugs,sd1.5_highcorr_015.jpg,15,2.717733183,0.469201298,2.169304869,0.527900993
santa claus on drugs,sd1.5_lowcorr_015.jpg,15,2.251322245,0.421310603,2.70330186,0.372103707
santa claus on drugs,sd1.5_lowstep_015.jpg,15,2.926078447,0.428291684,1.893894456,0.559833102
santa claus on drugs,sd1.5_normal_015.jpg,15,2.675811291,0.69621607,2.706378634,1.015146095
santa claus on drugs,xl2.2_normal_015.jpg,15,3.240419025,0.544233908,2.603839495,0.614847811
tragedy of the commons,AttnGAN_normal_017.jpg,17,1.006207915,0.554580887,0.751353207,0.657638334
tragedy of the commons,DALLE2_normal_017.jpg,17,2.939794687,0.379931977,2.055944631,0.907742704
tragedy of the commons,glide_normal_017.jpg,17,1.391281461,0.405474968,0.666005895,0.590813802
tragedy of the commons,midjourney_lowstep_017.jpg,17,1.910721781,0.744763119,1.653161525,1.26287672
tragedy of the commons,midjourney_normal_017.jpg,17,3.252116811,1.194628036,3.280474413,0.363547724
tragedy of the commons,sd1.5_highcorr_017.jpg,17,2.396625776,0.914284139,1.510472273,0.878983413
tragedy of the commons,sd1.5_lowcorr_017.jpg,17,2.80733647,0.886549681,3.112865772,0.709039588
tragedy of the commons,sd1.5_lowstep_017.jpg,17,2.166977719,0.845650652,1.700092683,1.144708255
tragedy of the commons,sd1.5_normal_017.jpg,17,2.429568642,0.784404918,1.495248703,1.499120066
tragedy of the commons,xl2.2_normal_017.jpg,17,3.835000098,0.614133655,1.087526681,1.207144479
big boss eating dinner,AttnGAN_normal_019.jpg,19,0.821435934,0.777334433,1.02066036,1.93353151
big boss eating dinner,DALLE2_normal_019.jpg,19,2.729274555,0.421459155,3.489909055,0.744348527
big boss eating dinner,glide_normal_019.jpg,19,0.763754201,0.355813306,0.739160734,0.662631083
big boss eating dinner,midjourney_lowstep_019.jpg,19,2.29958451,0.356486417,3.659137873,0.615620901
big boss eating dinner,midjourney_normal_019.jpg,19,3.657121751,0.549470473,3.377804541,0.816266287
big boss eating dinner,sd1.5_highcorr_019.jpg,19,2.640862716,0.610255337,2.354782696,1.159090147
big boss eating dinner,sd1.5_lowcorr_019.jpg,19,2.010516065,0.427383526,2.838030773,0.912261298
big boss eating dinner,sd1.5_lowstep_019.jpg,19,0.298444431,0.317696732,2.355533995,1.208614768
big boss eating dinner,sd1.5_normal_019.jpg,19,2.179358212,0.431085844,2.389907299,1.077244433
big boss eating dinner,xl2.2_normal_019.jpg,19,3.369254363,0.579101221,2.960067189,1.009931205
panda chef in a kitchen,AttnGAN_normal_022.jpg,22,1.428382741,0.692444828,0.784257411,0.776146893
panda chef in a kitchen,DALLE2_normal_022.jpg,22,2.568394371,0.508204609,4.118503049,0.567993321
panda chef in a kitchen,glide_normal_022.jpg,22,1.527555519,0.522455718,0.909339471,0.608624901
panda chef in a kitchen,midjourney_lowstep_022.jpg,22,2.686140018,0.485625473,3.72764949,0.448157575
panda chef in a kitchen,midjourney_normal_022.jpg,22,3.605176603,0.589711699,3.948399749,0.332678014
panda chef in a kitchen,sd1.5_highcorr_022.jpg,22,2.5465021,0.633350225,3.506852145,0.366757999
panda chef in a kitchen,sd1.5_lowcorr_022.jpg,22,3.257944615,0.886491428,2.877526414,0.460652316
panda chef in a kitchen,sd1.5_lowstep_022.jpg,22,2.776694622,0.598887109,2.462224445,1.077395701
panda chef in a kitchen,sd1.5_normal_022.jpg,22,2.600314118,0.917060762,2.868587123,0.984522835
panda chef in a kitchen,xl2.2_normal_022.jpg,22,2.954193289,0.654214567,3.877512601,0.249321372
goddess of mystic unity,AttnGAN_normal_024.jpg,24,0.979308463,0.692335046,0.310309712,0.508539438
goddess of mystic unity,DALLE2_normal_024.jpg,24,2.790423236,0.888633917,2.701605789,1.527958588
goddess of mystic unity,glide_normal_024.jpg,24,1.312728533,0.589689332,0.528272961,0.794562287
goddess of mystic unity,midjourney_lowstep_024.jpg,24,2.886258786,0.31954806,3.4459796,0.415966744
goddess of mystic unity,midjourney_normal_024.jpg,24,4.255753145,0.330675853,4.014160821,0.314817977
goddess of mystic unity,sd1.5_highcorr_024.jpg,24,3.010422973,0.736941498,3.432908534,0.578376817
goddess of mystic unity,sd1.5_lowcorr_024.jpg,24,2.674859949,0.468550548,3.006960745,0.805281669
goddess of mystic unity,sd1.5_lowstep_024.jpg,24,3.193169444,0.372102935,3.524109368,0.753193782
goddess of mystic unity,sd1.5_normal_024.jpg,24,3.108824919,0.249741309,3.535509472,0.608158043
goddess of mystic unity,xl2.2_normal_024.jpg,24,3.44620302,0.427607331,3.854712392,0.307186015
the large cresting waves,AttnGAN_normal_027.jpg,27,0.934897999,0.496275127,0.726968261,0.798565759
the large cresting waves,DALLE2_normal_027.jpg,27,2.731010208,0.660265604,3.374870467,0.433080649
the large cresting waves,glide_normal_027.jpg,27,1.378485599,0.83958531,2.798535131,0.543410228
the large cresting waves,midjourney_lowstep_027.jpg,27,1.49383774,0.502659367,3.309820466,0.543355209
the large cresting waves,midjourney_normal_027.jpg,27,3.657121751,0.847638231,3.720100101,0.554704306
the large cresting waves,sd1.5_highcorr_027.jpg,27,3.375915916,0.449940811,3.923113018,0.378377349
the large cresting waves,sd1.5_lowcorr_027.jpg,27,2.161765422,0.485685397,3.576346344,0.556044309
the large cresting waves,sd1.5_lowstep_027.jpg,27,1.97566987,0.70280171,3.146889346,0.889781994
the large cresting waves,sd1.5_normal_027.jpg,27,1.678769845,0.674854537,2.379342601,0.963561553
the large cresting waves,xl2.2_normal_027.jpg,27,3.008458905,1.055804681,3.548952321,0.469385366
maroon to black gradient,AttnGAN_normal_028.jpg,28,1.527555519,0.734475663,0.686697692,0.609546191
maroon to black gradient,DALLE2_normal_028.jpg,28,1.104874015,0.746620722,1.809261893,1.138048759
maroon to black gradient,glide_normal_028.jpg,28,1.310287954,0.46841795,1.209905872,0.624367824
maroon to black gradient,midjourney_lowstep_028.jpg,28,1.877457019,0.671840807,1.482013745,1.369323381
maroon to black gradient,midjourney_normal_028.jpg,28,2.546528083,0.8602909,2.338498523,1.716534757
maroon to black gradient,sd1.5_highcorr_028.jpg,28,0.713190373,0.890613963,1.152883399,1.316564835
maroon to black gradient,sd1.5_lowcorr_028.jpg,28,0.577009925,1.167318011,0.642169337,0.716782899
maroon to black gradient,sd1.5_lowstep_028.jpg,28,1.313948351,0.482293295,1.920999368,1.261267856
maroon to black gradient,sd1.5_normal_028.jpg,28,2.903508628,0.656135352,1.229744947,1.220082233
maroon to black gradient,xl2.2_normal_028.jpg,28,3.908627165,0.417020503,2.199589058,1.653672054
legendary river of slugs,AttnGAN_normal_029.jpg,29,0.747278376,0.747544955,0.530505137,0.639145334
legendary river of slugs,DALLE2_normal_029.jpg,29,3.127756575,0.701500633,1.846024102,1.411717257
legendary river of slugs,glide_normal_029.jpg,29,0.612055936,0.242380104,1.225743967,1.106163576
legendary river of slugs,midjourney_lowstep_029.jpg,29,1.267302782,0.580181528,2.589300817,0.982882993
legendary river of slugs,midjourney_normal_029.jpg,29,3.593502309,0.688805336,3.422276555,0.836900578
legendary river of slugs,sd1.5_highcorr_029.jpg,29,3.307841757,0.973647671,2.956517697,0.862643902
legendary river of slugs,sd1.5_lowcorr_029.jpg,29,3.208047473,0.894120113,2.35091786,1.515254285
legendary river of slugs,sd1.5_lowstep_029.jpg,29,2.742340814,0.843031869,2.824865559,1.49280996
legendary river of slugs,sd1.5_normal_029.jpg,29,2.974361596,0.535464952,1.934023105,0.881262156
legendary river of slugs,xl2.2_normal_029.jpg,29,3.507430325,0.903631583,2.917022056,1.333162974
brand logo fruit company,AttnGAN_normal_030.jpg,30,1.014269206,0.559228261,0.605682672,0.678309106
brand logo fruit company,DALLE2_normal_030.jpg,30,3.034849246,1.025747232,3.180285613,0.777579257
brand logo fruit company,glide_normal_030.jpg,30,0.986154364,0.348167326,1.164287781,0.538881024
brand logo fruit company,midjourney_lowstep_030.jpg,30,1.834018423,0.695191613,2.616373046,0.925985584
brand logo fruit company,midjourney_normal_030.jpg,30,2.433989441,0.536688873,2.988713021,0.704842281
brand logo fruit company,sd1.5_highcorr_030.jpg,30,2.83450926,0.533069673,3.280058289,0.920527596
brand logo fruit company,sd1.5_lowcorr_030.jpg,30,2.39306082,0.714935726,2.851195987,0.6482781
brand logo fruit company,sd1.5_lowstep_030.jpg,30,2.86026573,0.94445038,3.055730638,0.810084084
brand logo fruit company,sd1.5_normal_030.jpg,30,2.736106345,0.555075352,3.247078147,0.689118541
brand logo fruit company,xl2.2_normal_030.jpg,30,2.912021026,0.422026357,2.817302903,0.767429826
black mickey mouse skull,AttnGAN_normal_031.jpg,31,0.821435934,0.354271932,0.742358137,0.980585945
black mickey mouse skull,DALLE2_normal_031.jpg,31,1.977251303,1.140480122,2.495735212,0.93269573
black mickey mouse skull,glide_normal_031.jpg,31,1.328588457,0.54927107,0.915909549,0.742299026
black mickey mouse skull,midjourney_lowstep_031.jpg,31,3.389757837,0.321436009,2.951467196,0.533848304
black mickey mouse skull,midjourney_normal_031.jpg,31,4.37231412,0.756369971,3.825421812,0.967820386
black mickey mouse skull,sd1.5_highcorr_031.jpg,31,2.92075847,0.561490012,3.031176323,0.711475471
black mickey mouse skull,sd1.5_lowcorr_031.jpg,31,2.426325581,0.736445946,1.916465803,1.581185354
black mickey mouse skull,sd1.5_lowstep_031.jpg,31,0.620661421,0.217660999,2.315698314,1.462896946
black mickey mouse skull,sd1.5_normal_031.jpg,31,2.851759102,0.698872865,2.74673979,0.746797429
black mickey mouse skull,xl2.2_normal_031.jpg,31,3.727517958,0.334557438,0.564086878,0.635111809
an emo portrait painting,AttnGAN_normal_032.jpg,32,1.057775532,0.612666679,0.803090148,0.525455468
an emo portrait painting,DALLE2_normal_032.jpg,32,2.478791084,1.026343194,2.777653346,0.550424752
an emo portrait painting,glide_normal_032.jpg,32,1.55289045,0.22121462,1.585786942,1.307099671
an emo portrait painting,midjourney_lowstep_032.jpg,32,2.941741401,0.528265518,2.579008945,0.442937276
an emo portrait painting,midjourney_normal_032.jpg,32,3.195617381,0.608302957,2.603839495,0.805435538
an emo portrait painting,sd1.5_highcorr_032.jpg,32,2.389620285,0.517439159,2.653379023,1.355114235
an emo portrait painting,sd1.5_lowcorr_032.jpg,32,3.240419025,0.585332937,2.951467196,0.381386511
an emo portrait painting,sd1.5_lowstep_032.jpg,32,2.274412771,0.587751302,2.389907299,0.734107688
an emo portrait painting,sd1.5_normal_032.jpg,32,2.355888108,0.526639961,2.824058767,0.538260639
an emo portrait painting,xl2.2_normal_032.jpg,32,3.150997182,0.228452955,3.432908534,0.809430058
rat portrait as a warrior,AttnGAN_normal_034.jpg,34,1.508930173,0.551647733,0.385017296,0.559629168
rat portrait as a warrior,DALLE2_normal_034.jpg,34,2.686140018,0.399180914,2.366720668,0.892574459
rat portrait as a warrior,glide_normal_034.jpg,34,0.513601805,0.764367316,0.297144498,0.519616982
rat portrait as a warrior,midjourney_lowstep_034.jpg,34,2.309898917,0.640505878,3.232987189,0.554593461
rat portrait as a warrior,midjourney_normal_034.jpg,34,3.44620302,0.339150857,3.74071135,0.493576401
rat portrait as a warrior,sd1.5_highcorr_034.jpg,34,3.576252467,0.762175533,3.434128078,0.496570111
rat portrait as a warrior,sd1.5_lowcorr_034.jpg,34,2.841733922,0.501771785,2.14469675,0.47950432
rat portrait as a warrior,sd1.5_lowstep_034.jpg,34,1.594706548,0.685175385,1.587335456,0.460303967
rat portrait as a warrior,sd1.5_normal_034.jpg,34,2.609281769,0.488739355,2.245596149,1.084802758
rat portrait as a warrior,xl2.2_normal_034.jpg,34,3.430745058,0.487108732,3.701931716,0.526657927
gnome warfare at walmart,AttnGAN_normal_036.jpg,36,1.116526892,0.196692972,0.468583101,0.56108141
gnome warfare at walmart,DALLE2_normal_036.jpg,36,2.506762262,0.633179291,1.62084518,1.25875967
gnome warfare at walmart,glide_normal_036.jpg,36,1.558020951,0.799588025,0.554208182,0.625545276
gnome warfare at walmart,midjourney_lowstep_036.jpg,36,1.916425889,0.200288738,2.342844724,1.00542466
gnome warfare at walmart,midjourney_normal_036.jpg,36,3.196755943,0.547887298,2.971918712,0.763404796
gnome warfare at walmart,sd1.5_highcorr_036.jpg,36,2.701232452,0.388189715,1.996643532,0.848162574
gnome warfare at walmart,sd1.5_lowcorr_036.jpg,36,3.106014094,0.677009032,1.958245193,1.414878401
gnome warfare at walmart,sd1.5_lowstep_036.jpg,36,2.703383915,0.302327474,1.982792998,0.892086408
gnome warfare at walmart,sd1.5_normal_036.jpg,36,2.731010208,0.636159344,2.580818479,0.782890585
gnome warfare at walmart,xl2.2_normal_036.jpg,36,3.583898292,0.453484735,2.976297746,1.006300653
demon queen with red eyes,AttnGAN_normal_037.jpg,37,1.134741777,0.172072178,0.803624615,0.583353591
demon queen with red eyes,DALLE2_normal_037.jpg,37,3.645914271,0.651330986,3.658965437,0.455270145
demon queen with red eyes,glide_normal_037.jpg,37,0.991945932,0.582904548,0.422156431,0.428829097
demon queen with red eyes,midjourney_lowstep_037.jpg,37,2.972896262,0.545480585,3.238192633,0.632500712
demon queen with red eyes,midjourney_normal_037.jpg,37,4.305784597,0.824311773,4.128221731,0.467201257
demon queen with red eyes,sd1.5_highcorr_037.jpg,37,0.550374317,0.336533677,0.970486009,0.528936184
demon queen with red eyes,sd1.5_lowcorr_037.jpg,37,0.578489159,0.338629699,1.289688929,1.503517138
demon queen with red eyes,sd1.5_lowstep_037.jpg,37,3.024257523,0.464251279,3.102285456,0.460362887
demon queen with red eyes,sd1.5_normal_037.jpg,37,2.883906185,0.698594008,3.683710828,0.360479723
demon queen with red eyes,xl2.2_normal_037.jpg,37,3.9689969,0.447164098,3.679897602,0.68220337
christmas at kelly family,AttnGAN_normal_038.jpg,38,1.092275216,0.755572093,0.803090148,0.860914555
christmas at kelly family,DALLE2_normal_038.jpg,38,2.520123245,0.641037714,2.927805358,0.703430582
christmas at kelly family,glide_normal_038.jpg,38,1.291447579,0.465966876,1.909638159,1.053723941
christmas at kelly family,midjourney_lowstep_038.jpg,38,2.279437086,0.649559041,2.828703007,1.094088316
christmas at kelly family,midjourney_normal_038.jpg,38,3.688435461,0.24748921,3.919858649,0.342843287
christmas at kelly family,sd1.5_highcorr_038.jpg,38,2.65898745,0.532768026,2.452499565,0.927400639
christmas at kelly family,sd1.5_lowcorr_038.jpg,38,3.727351438,0.303214847,3.695110932,0.677353447
christmas at kelly family,sd1.5_lowstep_038.jpg,38,3.524162768,0.534315477,3.386001822,0.757400808
christmas at kelly family,sd1.5_normal_038.jpg,38,2.523592728,0.729275144,3.696383698,0.499744673
christmas at kelly family,xl2.2_normal_038.jpg,38,3.207226865,0.629460473,3.945913227,0.405501461
a raspberry made of metal,AttnGAN_normal_041.jpg,41,1.079102747,0.745080493,0.389300995,0.489332456
a raspberry made of metal,DALLE2_normal_041.jpg,41,2.532418004,0.80740896,3.491984103,0.700947549
a raspberry made of metal,glide_normal_041.jpg,41,1.759312513,0.456202562,1.82549383,0.740571076
a raspberry made of metal,midjourney_lowstep_041.jpg,41,1.943986542,0.78098823,2.614222137,1.170639312
a raspberry made of metal,midjourney_normal_041.jpg,41,3.917498726,0.31863116,4.004060194,0.328519145
a raspberry made of metal,sd1.5_highcorr_041.jpg,41,2.489938377,0.257658021,2.199589058,0.445485749
a raspberry made of metal,sd1.5_lowcorr_041.jpg,41,2.874527714,0.657026325,2.177872569,0.724892681
a raspberry made of metal,sd1.5_lowstep_041.jpg,41,2.804002459,0.457795087,2.456699832,0.610503627
a raspberry made of metal,sd1.5_normal_041.jpg,41,3.274744941,0.755657843,1.9250157,0.822831973
a raspberry made of metal,xl2.2_normal_041.jpg,41,3.076007049,0.267370941,1.51418148,0.936711899
a man jumping off a cliff,AttnGAN_normal_042.jpg,42,1.253245361,0.403445987,1.004686321,1.301381217
a man jumping off a cliff,DALLE2_normal_042.jpg,42,3.231077294,0.860222223,2.958190852,1.293121376
a man jumping off a cliff,glide_normal_042.jpg,42,0.536272256,0.262779761,0.742358137,0.626394756
a man jumping off a cliff,midjourney_lowstep_042.jpg,42,2.64254653,0.428792262,1.890135375,1.319796989
a man jumping off a cliff,midjourney_normal_042.jpg,42,4.076497886,0.641375104,3.137840023,0.916460342
a man jumping off a cliff,sd1.5_highcorr_042.jpg,42,2.927618961,0.508914931,3.787339351,0.573071204
a man jumping off a cliff,sd1.5_lowcorr_042.jpg,42,3.335114676,0.75794871,2.330906752,1.063907569
a man jumping off a cliff,sd1.5_lowstep_042.jpg,42,3.231077294,0.69448833,3.787279028,0.592418874
a man jumping off a cliff,sd1.5_normal_042.jpg,42,2.763264791,0.736226076,3.447455747,0.535980761
a man jumping off a cliff,xl2.2_normal_042.jpg,42,3.088457462,0.896793067,3.506852145,0.303933018
a frog wearing police cap,AttnGAN_normal_043.jpg,43,1.23918794,0.91838711,0.605682672,0.788806643
a frog wearing police cap,DALLE2_normal_043.jpg,43,2.660597966,0.462006216,3.67754677,0.939010903
a frog wearing police cap,glide_normal_043.jpg,43,1.677868451,0.495970421,0.6789357,0.736886716
a frog wearing police cap,midjourney_lowstep_043.jpg,43,3.231255627,0.49622256,3.256355245,0.815760489
a frog wearing police cap,midjourney_normal_043.jpg,43,3.699236596,0.485243741,3.923113018,0.346015229
a frog wearing police cap,sd1.5_highcorr_043.jpg,43,3.455805152,0.596598709,3.703493793,0.415965946
a frog wearing police cap,sd1.5_lowcorr_043.jpg,43,1.76550155,0.509767547,3.238192633,0.523450869
