prompt,image_name,index,Quality,Authenticity,Correspondence,score_1,score_2,score_3,score_4,score_5,generated_answer
a corgi,Lafite/000-3.png,0,0.398964905427663,0.385986075422704,0.449419705967248,2,3,2,1,2,A distorted cat-like creature sits on a paved outdoor path in daylight. The subject shows severe facial malformation with fused features and warped anatomy. Heavy blurring and flat textures mask details across the entire image.
a corgi,Lafite/000-4.png,0,0.36567405205141,0.363101381360306,0.378242688063539,1,2,1,1,2,A heavily distorted cat-like creature sits on a paved outdoor surface. The subject exhibits severe facial fusion and warped body geometry. Global blur and waxy melting textures obscure all fine details.
a corgi,stable-diffusion/000-1.png,0,0.6725035862272271,0.664679857550296,0.640895795344628,4,4,3,2,3,A close-up shot of a corgi dog sitting on a gravel surface. The subject's facial features show slight asymmetry and a softened muzzle structure. Fur textures appear waxy while the background exhibits repetitive pseudo-detail patterns.
a corgi,stable-diffusion/000-2.png,0,0.407062519140022,0.457763286347989,0.543278574245623,2,2,2,3,3,A front-facing corgi dog runs toward the viewer on a soft-focus background. The dog's head is clear while its lower body is warped and incomplete. Global blur and oversmoothing significantly reduce image clarity.
a corgi,stable-diffusion/000-3.png,0,0.614899450013953,0.59836714915396,0.6417752116151649,4,4,4,3,3,A photorealistic corgi dog faces forward on a plain textured ground. The subject's anatomy is stable though paws lack distinct digit definition. Fur textures display prominent oversmoothing and a waxy synthetic finish.
a corgi,stable-diffusion/000-4.png,0,0.642967143577087,0.610308397448975,0.646682520220804,4,4,4,3,3,A photorealistic close-up portrait of a corgi sitting on a sandy surface. The subject's anatomy is coherent though facial features show minor unnatural smoothing. Global textures appear waxy and lack fine detail from heavy smoothing.
a corgi,Unidiffuser/000-1.png,0,0.566964650505948,0.528490901094392,0.5402607507895251,3,3,3,2,3,A close-up portrait depicts a corgi's head centered against a dark background. The corgi's anatomy is stable though the nose appears malformed and fur texture is fused. Heavy oversmoothing creates waxy textures and obscures fine details.
a corgi,Unidiffuser/000-2.png,0,0.537653546121748,0.523182577268263,0.5183662157687661,3,4,3,2,3,A photorealistic corgi stands on a textured grey pavement surface. The subject's face is severely distorted and limbs appear malformed. Fur textures display waxy oversmoothing and lack fine detail.
a corgi,Unidiffuser/000-3.png,0,0.3771859891381129,0.435743061950714,0.504956420861143,1,2,2,1,3,A blurry front-facing portrait of a small orange dog on a carpeted floor. The subject's facial features and limbs are structurally unstable and lack clarity. Global oversmoothing flattens textures into waxy surfaces.
a corgi,Unidiffuser/000-4.png,0,0.609718230492863,0.5965232248800789,0.592535064240142,4,4,4,3,3,A photorealistic corgi stands on a green lawn under natural daylight. The canine subject is structurally stable despite subtle paw and facial fusion. Global textures exhibit significant oversmoothing and lack fine fur detail.
a bench,Controlnet/003-1.png,3,0.5780978847453521,0.5568434789264289,0.601518901434689,4,4,4,3,3,A wooden bench sits outdoors against a wall and dense foliage. The subject structure is stable with only minor joinery simplification. Ground textures exhibit repetitive noise and lack fine physical detail.
a bench,Controlnet/003-2.png,3,0.6351300152924,0.6453699363951,0.646949282530349,4,4,3,3,3,A photorealistic close-up shows a dark wooden park bench on a paved surface. The subject is clear but features repetitive grain and distorted support structures. Textures appear waxy and lack natural micro-detail definition.
a bench,Controlnet/003-3.png,3,0.630093104761341,0.587354976514049,0.5676308174493809,3,3,3,3,3,"A wooden bench sits in a garden next to a glass wall. The bench structure is plausible, though the legs appear oddly fused. Textures appear flat and exhibit repetitive artificial patterns."
a bench,Controlnet/003-4.png,3,0.575017129367044,0.592485521100945,0.651748015436623,4,4,4,3,3,"A wooden park bench sits on a grassy lawn in daylight. The bench is clearly rendered, but its base appears fused and unnatural. Blurry textures and soft edges affect the ground and support areas."
a bench,DALLE/003-1.png,3,0.620748282688808,0.602139549876201,0.651146959384597,4,4,4,3,3,A photorealistic park bench sits on a lawn under dense green foliage. The subject displays fused backrest slats and warped leg structural details. Textures appear flat and the background exhibits significant oversmoothing.
a bench,DALLE/003-2.png,3,0.607871429066143,0.563591545260679,0.607243321639351,4,4,4,3,3,"A dark wooden bench sits on a lawn in a bright garden. The subject is stable, though the right side exhibits minor geometric warping. Repetitive shadows and flattened textures degrade global perceptual quality."
a bench,DALLE/003-3.png,3,0.57895297102425,0.529034789471401,0.546708213383478,4,4,3,3,3,A wooden park bench sits before dense green foliage in bright daylight. The bench exhibits malformed leg supports and fused armrest connection points. Pervasive softness blurs textures and weakens edge definition everywhere.
a bench,DALLE/003-4.png,3,0.710586122943497,0.6408141839582829,0.697520006405038,4,4,4,2,3,A photorealistic image features a metal and wood park bench in a garden setting. The subject displays warped metal armrests and structurally implausible leg connections. Background foliage appears heavily oversmoothed with softened edge definition.
a bench,Glide/003-1.png,3,0.466275552712141,0.5758138604329079,0.621891733892986,1,2,3,2,3,A blurry image shows a wooden slatted bench against green foliage. The bench subject is structurally coherent but lacks fine geometric clarity. Severe global blur and smoothing flatten all textures and edges.
a bench,Glide/003-2.png,3,0.393840082530947,0.490631428305375,0.580700928651495,2,2,2,2,3,A blurry wooden bench sits centered against a rough stone wall. The bench's structure is recognizable yet compromised by significant blurring. Global oversmoothing flattens all textures and removes fine details.
a bench,Glide/003-3.png,3,0.412673728409993,0.451531766088348,0.52529546733773,2,3,2,2,3,A grainy monochrome image shows a wooden bench in an outdoor setting. The bench is recognizable but has softened geometry and indistinct leg structures. Heavy blur and noise obscure fine textures and surface details.
a bench,Glide/003-4.png,3,0.478894828251657,0.508921796202373,0.494277133292321,3,3,3,3,3,A blurry wooden bench sits in a lush green garden. The bench's legs exhibit structural distortion with fused and nonsensical wooden extensions. Severe oversmoothing removes all fine texture and edge definition.
a bench,Lafite/003-1.png,3,0.404906625855338,0.434613130003761,0.491717783649463,2,1,1,1,3,A warped wooden bench with a woven backrest sits in a garden. The seat structure is horizontally smeared and geometrically unstable. Severe motion-like blur and waxy textures dominate the visual field.
a bench,Lafite/003-2.png,3,0.403256931822858,0.370266861720226,0.409816624259664,2,4,4,2,3,A heavily warped wooden bench sits on a grassy outdoor lawn. The subject displays severe structural fusion and nonsensical geometric repetition. Heavy blur and flat textures dominate the image.
a bench,Lafite/003-3.png,3,0.400980675171279,0.38026720716872,0.524480559184195,1,2,2,2,3,A distorted wooden bench with mesh sits on a lawn before greenery. The furniture's structure is malformed with fused layers and broken geometry. Global blur and oversmoothing weaken texture and edge definition.
a bench,Lafite/003-4.png,3,0.356276788212102,0.349934746444914,0.423225933544927,1,2,2,1,3,A distorted wooden bench sits outdoors amidst green foliage and soft light. The subject exhibits severe geometric warping with fused slats and melting supports. Textures appear waxy and oversmoothed with poor edge definition.
a bench,stable-diffusion/003-1.png,3,0.647005261532245,0.614969085867321,0.6545821142642779,3,4,2,3,3,"A black slatted park bench rests on pavement beside a large tree. The subject features distorted anatomy with thick, fused armrests and warped legs. Surfaces show waxy smoothing and weak edge definition."
a bench,stable-diffusion/003-2.png,3,0.534694742056385,0.565799220924023,0.5681975682609159,4,4,4,3,3,A wooden park bench sits on a paved sidewalk from a low angle. The bench structure is coherent with plausible geometry and clear separation. Surfaces show mild oversmoothing and weak fine texture details.
a bench,stable-diffusion/003-3.png,3,0.5903208275181681,0.653254658154768,0.640809547475554,4,4,4,3,3,A photorealistic green park bench sits before a dense hedge on a path. The bench's ornamental legs show significant fusion and distorted scrollwork. Textures are softened with repetitive background foliage patterns.
a bench,stable-diffusion/003-4.png,3,0.400729207164083,0.4014821451250679,0.523136575729109,1,2,1,1,3,A soft-focus digital sketch depicts a wooden park bench on a sidewalk. The bench's geometry is coherent but lacks precise edge definition and local detail. Heavy global blur and flat textures dominate the composition.
a bench,Unidiffuser/003-1.png,3,0.4860448465875119,0.537484241018913,0.560858484996896,4,4,4,2,3,A distorted red wooden bench leans against a wall on a sidewalk. The subject exhibits severe structural warping and fused components that defy physical logic. Surfaces appear waxy with inconsistent lighting and repetitive background textures.
a bench,Unidiffuser/003-2.png,3,0.62608334197485,0.597686358255186,0.5701646865818379,3,3,3,3,3,A blue park bench sits on a path before a lawn and building. The form remains stable despite softened edges and slightly indistinct leg geometry. Flat textures show inconsistent lighting and blurred details.
a bench,Unidiffuser/003-3.png,3,0.410052407486439,0.403739290915395,0.55415712291442,2,2,3,2,3,A soft-focus image shows a wooden park bench in a green outdoor setting. The bench structure is severely warped and lacks stable geometry or clear boundaries. Global oversmoothing removes all fine texture and edge definition.
a bench,Unidiffuser/003-4.png,3,0.529034040650929,0.5192574462266569,0.493250355781699,4,4,4,3,3,A wooden park bench sits on a path before a grassy hill. The bench is recognizable though its lower structure appears malformed and indistinct. Global blur and waxy textures reduce visible detail throughout the frame.
a flower,Controlnet/004-1.png,4,0.508187628141381,0.519663538355115,0.6388498754037201,4,4,3,2,3,A close-up watercolor-style image depicts a central pink flower against a blurred background. The flower displays unnatural petal veins and a structurally ambiguous center. Global textures show excessive smoothing with softened edges and flat color areas.
a flower,Controlnet/004-2.png,4,0.564460527005463,0.536704495039963,0.598177773614216,3,3,3,3,3,A large purple daisy-like flower dominates a densely packed floral scene. The primary bloom has slightly distorted petal bases and a generic center. Background regions exhibit repetitive patterning and oversmoothed surface textures.
a flower,Controlnet/004-3.png,4,0.424975422893048,0.453904660999111,0.4230593016961469,2,3,3,3,2,A close-up impressionistic painting shows yellow flowers against a vibrant abstract background. Floral subjects are recognizable despite inconsistent petal shapes and minor structural fusion. Background areas exhibit color smearing and lack fine textural definition.
a flower,Controlnet/004-4.png,4,0.6411583173821129,0.6481993130345489,0.658213653250173,4,4,4,3,3,A close-up captures a white daisy with a yellow center against a blurred background. The central disc is malformed with fused fragments and inconsistent petal geometry. Textures exhibit mild oversmoothing and softened edge definitions across the frame.
a flower,DALLE/004-1.png,4,0.661969070356774,0.6809619177770431,0.69035904308308,4,4,4,3,3,A photorealistic macro view captures a pink flower with a yellow center. The subject is structurally stable although some petal bases show slight fusion. Smooth textures and softened edges suggest mild global oversmoothing.
a flower,DALLE/004-2.png,4,0.64641650675167,0.588976284900652,0.599229212245884,3,4,2,3,3,A photorealistic macro shot captures a yellow flower with droplets against a soft background. The subject is coherent though some petal margins show minor fusion and distortion. Surfaces show waxy textures and pseudo-detailed water droplets.
a flower,DALLE/004-3.png,4,0.5364391516638399,0.586034473450457,0.561257457828344,2,2,2,3,3,A close-up view shows an orange flower against a blurred green background. The floral structure is coherent though the inner stamens appear slightly fused. Pervasive softness from shallow depth of field limits visible detail.
a flower,DALLE/004-4.png,4,0.515857213669454,0.5565973144562509,0.568051006256269,4,4,4,3,3,A macro photograph captures a red flower bud against a blurred green background. The central bud features unnaturally fused petals with distorted and crowded geometry. Waxy textures and soft focus reduce global detail clarity.
a flower,Glide/004-1.png,4,0.470354456476996,0.4560760651894739,0.5651635731478499,2,3,2,3,3,"A close-up shows a blue flower with an orange center on a blurred green background. The flower is coherent despite minor petal irregularities and simplified detail. Global softness blurs edges and creates flat, waxy textures."
a flower,Glide/004-2.png,4,0.441988862229649,0.505899151704702,0.600589596567358,2,2,2,3,3,A close-up view captures a yellow and white lily against a dark backdrop. The flower's center contains distorted and fused dark structures that lack clarity. Global oversmoothing significantly reduces detail and flattens surface textures.
a flower,Glide/004-3.png,4,0.424435217378284,0.497751508605488,0.5698353914708469,2,2,2,3,3,A close-up shot features a yellow lily against a blurred green background. The floral structure is recognizable although the central region appears heavily malformed. Heavy global oversmoothing degrades edge clarity and detail.
a flower,Glide/004-4.png,4,0.4106712123815479,0.549461771931649,0.5638693261573711,4,4,4,3,3,A macro shot displays a white striped flower against a blurred green backdrop. The flower is well-formed except for a fused and indistinct central region. Heavy global blur reduces edge definition and texture clarity.
a flower,Lafite/004-1.png,4,0.48995207747042,0.4766194442100079,0.5857118000671511,4,4,4,2,3,A close-up view captures a large pale flower with green foliage. The floral subject displays a distorted central core and softened petal geometry. Heavy global blur and waxy textures obscure details.
a flower,Lafite/004-2.png,4,0.416463503488782,0.437182310516217,0.546193496499032,2,3,2,3,3,A close-up shows a large pale flower with a red center on dark leaves. The bloom displays malformed petal geometry and a structurally ambiguous core. Widespread oversmoothing and blur soften all textures and boundaries.
a flower,Lafite/004-3.png,4,0.524651181002261,0.579950614394533,0.587870168345936,2,3,2,3,3,A close-up depicts a white flower with a pink center on dark leaves. The flower has fused petals and a structurally ambiguous central core. Heavy blur and waxy smoothing obscure fine detail.
a flower,Lafite/004-4.png,4,0.446457787087245,0.4890938268568179,0.559638301734646,2,2,2,3,3,A close-up shows a pale flower with a red center against dark foliage. The subject exhibits malformed petals and a fused center structure. Global oversmoothing and edge melting obscure fine details.
a flower,stable-diffusion/004-1.png,4,0.6587970867979659,0.681139820764643,0.670471856001383,4,4,4,3,3,"A close-up captures a vibrant pink daisy against a soft green background. The floral anatomy is plausible, though the central disc is visually confused. Petal surfaces display a waxy, oversmoothed texture lacking micro-detail."
a flower,stable-diffusion/004-2.png,4,0.570967701494341,0.569769070154641,0.539378095959292,3,3,3,3,2,Four pink flowers with yellow centers grow from green stems in a garden. Floral structures show fused petals and malformed centers lacking botanical clarity. Surfaces appear waxy and oversmoothed with inconsistent background texture.
a flower,stable-diffusion/004-3.png,4,0.432372084786937,0.436170319226617,0.429494001268869,2,2,2,3,2,A close-up shows a dense cluster of small white flowers and green foliage. Individual flower structures are softened and lack clear petal definition or botanical precision. Heavy oversmoothing eliminates all fine textural detail.
a flower,stable-diffusion/004-4.png,4,0.630330526582432,0.626231579103538,0.627294764279288,3,3,3,2,3,A photorealistic close-up shows a light blue flower against a green background. The floral subject has a malformed center and inconsistent petal shapes. Textures appear waxy and the background lacks fine detail definition.
a flower,Unidiffuser/004-1.png,4,0.614406283909396,0.626763214862118,0.592478696971826,4,4,2,3,3,"A close-up shot features a pink five-petaled flower against a blurred green background. The floral structure is stable, but the central stamen lacks fine definition. Petal textures appear slightly waxy and over-smoothed."
a flower,Unidiffuser/004-2.png,4,0.517248917170781,0.517422009208143,0.509153268513774,4,4,4,2,3,"A macro view shows two red butterfly-like forms on variegated petals. The red subjects display fused, warped structures without clear anatomical logic. Surfaces show slight waxiness and softened edge definition."
a flower,Unidiffuser/004-3.png,4,0.362828973667453,0.434305694173808,0.539597108266653,2,2,2,2,3,A close-up of a vibrant pink flower against a blurred green background. The central bloom is structurally coherent but heavily distorted by global blur. Widespread softening eliminates texture and renders all boundaries indistinct.
a flower,Unidiffuser/004-4.png,4,0.632373676317754,0.680010995228981,0.656916714396894,4,4,3,3,3,A close-up shows a vibrant pink flower on large green leaves. The floral anatomy exhibits subtle distortions at the petal bases and center. Petal textures appear slightly waxy with softened fine details.
a green pepper,Controlnet/005-1.png,5,0.633697363266338,0.624544275737969,0.6041178050915019,4,4,4,3,3,"A photorealistic green bell pepper is centered on a brown background. The subject structure is coherent, though the stem base looks slightly fused. Textures exhibit a waxy smoothness with subtle pseudo-detailing throughout."
a green pepper,Controlnet/005-2.png,5,0.662051779857002,0.611996499694486,0.631499454677814,3,4,3,3,3,"A photorealistic close-up captures a green bell pepper on a wooden surface. The pepper shape is coherent, although the stem base appears slightly malformed. Wooden background texture lacks sharpness and shows repetitive patterning."
a green pepper,Controlnet/005-3.png,5,0.545987032814797,0.485954939704979,0.49546848720908,3,3,3,2,2,"A photorealistic close-up depicts three green bell peppers on a plain background. The sliced pepper displays malformed anatomy and lacks realistic internal details. Surfaces show a waxy, oversmooth texture with softened edge definition."
a green pepper,Controlnet/005-4.png,5,0.567010960006201,0.564329044188629,0.607323079015979,4,4,4,3,3,A photorealistic close-up features a green and red bell pepper on a green surface. The subject maintains a stable form with subtle irregularities in its contour. Foreground textures show repetitive patterns and the background lacks edge clarity.
a green pepper,DALLE/005-1.png,5,0.6655894901428571,0.6660484327397469,0.6637769787415929,4,4,3,3,3,A photorealistic close-up shows a wet green bell pepper on a white background. The subject is clear but the stem junction appears structurally fused. Textures appear waxy with repetitive pseudo-details and softened fine detail.
a green pepper,DALLE/005-2.png,5,0.646225378850247,0.644210529195163,0.609392035467896,4,4,4,3,3,A photorealistic green bell pepper rests on a plain white background. The subject is clear but shows a distorted stem and irregular surface topology. Textures appear waxy with softened edges and flat surface detail.
a green pepper,DALLE/005-3.png,5,0.577567213065623,0.563659709441226,0.629342407423975,3,3,2,3,3,A photorealistic green bell pepper sits on a plain white background. The subject shows a malformed structure with unnatural lobe fusion and a distorted stem. Textures appear waxy with softened edges and inconsistent surface highlights.
a green pepper,DALLE/005-4.png,5,0.587742668691565,0.582724473672427,0.6129184231055941,4,4,3,3,3,"A photorealistic green bell pepper is centered on a white background. The vegetable maintains a plausible shape, though the calyx shows slight fusion. Surface texture appears waxy with global oversmoothing."
a green pepper,Glide/005-1.png,5,0.4263408430768109,0.514650966498657,0.6116949816256451,2,2,2,2,3,A blurry green bell pepper occupies the center of a white frame. The subject exhibits severe melting distortion and lacks coherent lobe geometry. Intense global blur and oversmoothing destroy all surface texture details.
a green pepper,Glide/005-2.png,5,0.417678828492349,0.516187771131422,0.554515366134777,3,3,2,2,3,A centered digital rendering of a green bell pepper on a black background. The pepper's shape is coherent but the stem junction is heavily blurred. Global oversmoothing creates waxy textures and lacks sharp definition.
a green pepper,Glide/005-3.png,5,0.415214407147185,0.507475728923074,0.619938845504598,1,3,2,2,3,A close-up shot displays a green bell pepper against a blurred background. The subject's upper anatomy is distorted with fused lobes and a hollow center. Extreme blurring causes waxy textures and a loss of micro-detail.
a green pepper,Glide/005-4.png,5,0.477352585596442,0.5370902017218451,0.582063668998444,1,3,2,3,3,A centered close-up shows a green bell pepper on a wooden surface. The subject is recognizable but has a fused and indistinct stem region. Heavy blur and waxy textures eliminate all fine surface details.
a green pepper,Lafite/005-1.png,5,0.360414893047781,0.360882207781694,0.366925116796301,2,2,2,2,3,A close-up shows a smooth green organic object against a blurred background. The subject is a coherent but ambiguous organic form with minimal detail. Waxy textures and softened edges dominate the global perceptual quality.
a green pepper,Lafite/005-2.png,5,0.3991510538839909,0.4192835590506329,0.404532827896611,2,3,2,3,3,"A macro view captures a green, distorted ear-like object against a plain background. The subject displays a malformed and fused structure lacking clear anatomical definition. Global textures are waxy and show significant oversmoothing."
a green pepper,Lafite/005-3.png,5,0.384692917210631,0.401363095890403,0.406838209951687,1,1,1,2,1,A close-up presents a distorted green organic mass on a plain surface. The subject exhibits severe structural warping with fused and semantically ambiguous features. Heavy blur and low-resolution noise obscure fine details throughout.
a green pepper,Lafite/005-4.png,5,0.442027988643349,0.346758956891287,0.44831141300606,3,3,1,2,2,A macro view captures a green organic object with a central cavity on a blurred surface. The subject is structurally stable but semantically vague due to its undefined internal anatomy. Waxy textures and pervasive oversmoothing reduce clarity.
a green pepper,stable-diffusion/005-1.png,5,0.682506389373853,0.663389763680105,0.690083671897481,4,4,4,3,3,A photorealistic green bell pepper is centered on a purple background. The vegetable's form is stable but the stem junction shows minor distortion. Glossy surfaces appear waxy and the background lacks organic texture variation.
a green pepper,stable-diffusion/005-2.png,5,0.646897814376142,0.618301729007003,0.6695191782284919,4,4,3,2,3,A photorealistic close-up shows a single green bell pepper on a wooden surface. The vegetable exhibits a coherent organic shape with a naturally attached stem. Textures and edges show no dominant local artifact.
a green pepper,stable-diffusion/005-3.png,5,0.50276397329405,0.529073755208217,0.533884189430776,3,3,3,2,3,A green bell pepper rests on a granular surface in a close-up view. The subject is recognizable despite unnatural skin spotting and a distorted upper stem. Textures show repetitive patterns and lack fine detail clarity.
a green pepper,stable-diffusion/005-4.png,5,0.602501279059301,0.5637415944295681,0.5698493857679651,3,4,4,3,2,A photorealistic close-up shows a green bell pepper on brown soil under sunlight. The pepper's structure is stable though the stem junction appears slightly fused. Surfaces display a waxy texture and repetitive soil patterns.
a green pepper,Unidiffuser/005-1.png,5,0.410396538986112,0.463516244020511,0.449564456257006,2,2,2,2,2,A close-up shot displays a green fruit against a soft-focus background. The subject is readable but shows a malformed stem and waxy surface. Global oversmoothing eliminates texture detail and softens all edges.
a green pepper,Unidiffuser/005-2.png,5,0.700941513918273,0.653364021551457,0.7188116285448839,4,4,4,3,3,A close-up view shows a green bell pepper on a noisy background. The vegetable is recognizable yet possesses a thick and malformed stem base. Harsh lighting creates waxy textures and flattens surface detail.
a green pepper,Unidiffuser/005-3.png,5,0.571252797782928,0.544449002357046,0.619848963431634,2,2,2,2,3,"A centered green pepper on a gray textured background in a realistic style. The subject is structurally intact, though the stem region is slightly malformed. Visuals display waxy surface smoothing and a monotonous grainy background."
a green pepper,Unidiffuser/005-4.png,5,0.52999321358469,0.533648860281443,0.594024469499058,3,4,2,3,3,A photorealistic close-up shows a green bell pepper on an orange surface. The subject is structurally coherent and semantically clear with stable geometry. Textures appear waxy and the background displays a repetitive grainy pattern.
a book cover,Controlnet/006-1.png,6,0.601024120048294,0.543699856313797,0.57866129299966,4,4,4,3,3,A stylized poster displays a central glowing lens in a decorative frame. The lens structure is coherent while the text remains semantically garbled. Details exhibit slight softness and smooth texture rendering.
a book cover,Controlnet/006-2.png,6,0.5415904870246611,0.512404013898234,0.514551791110353,3,3,2,2,3,"A close-up view displays two hardcover books on a neutral background. The subject features illegible cover patterns and distorted, inconsistent spine typography. Surface textures appear uniformly smooth with a slight waxy perceptual quality."
a book cover,Controlnet/006-3.png,6,0.4875615890393729,0.506170896544628,0.515428809671475,2,3,2,2,3,A centered portrait of a man inside a decorative painted border. The subject's face is heavily blurred with fused and indistinct features. Global oversmoothing eliminates most fine texture and edge definition.
a book cover,Controlnet/006-4.png,6,0.6407953887835179,0.5731346742350749,0.6279404044829939,3,3,3,2,3,A central landscape image is framed by distorted text on a grey background. The subject features illegible typography and a disjointed collage of mismatched scenic elements. Textures show mild smoothing and repetitive background patterns.
a book cover,DALLE/006-1.png,6,0.579512564919931,0.5238080261453559,0.516666721494521,4,4,2,3,3,A closed black notebook rests on a white background in a high-angle shot. The subject's rectangular shape is structurally stable and semantically clear. Large dark areas show noticeable oversmoothing and flat texture.
a book cover,DALLE/006-2.png,6,0.576882752682538,0.566672829954316,0.56252788052931,3,4,2,3,3,A black textured notebook is centered against a plain white background. The subject's geometric form and spine definition remain structurally coherent and readable. Surfaces show slight textural flatness and minimal noise.
a book cover,DALLE/006-3.png,6,0.609128976535291,0.596435745474288,0.5949918607976801,3,3,3,3,3,A white photo album rests on a dark gray surface at an angle. The spine binding is malformed with fused plastic and illegible pseudo-text. Waxy surfaces and soft edges obscure fine texture details.
a book cover,DALLE/006-4.png,6,0.53052292407358,0.545085199527358,0.437938464707604,3,3,3,2,2,"A photorealistic close-up captures an open book with fanned pages on a dark background. The subject structure is stable, though the central binding shows minor fusion. Page textures show subtle waxiness and softened details."
a book cover,Glide/006-1.png,6,0.377996667246715,0.423845787851254,0.529115965539108,3,3,2,2,3,A close-up shows centered text on a white page with side perforations. The text string is structurally stable but semantically illegible and lacks meaning. Details are soft and the paper surface appears smooth.
a book cover,Glide/006-2.png,6,0.427119877957314,0.480267782189991,0.5050501124611,1,3,1,1,2,"A centered digital graphic displays the text KNETAIN on a white background. The primary black text is legible and structurally stable, whereas the red text is illegible. Faint background discoloration and slight edge softening are present."
a book cover,Glide/006-3.png,6,0.425503547907702,0.43319930214649,0.483252901110051,3,3,3,3,3,A centered view shows a book cover with colored blocks and text. The text characters are structurally broken and semantically meaningless. Pervasive blur significantly degrades overall image sharpness and detail.
a book cover,Glide/006-4.png,6,0.430997703245299,0.457021986627701,0.525905614283345,2,1,2,3,3,A blurry document displays illegible text and a purple graphic on white. The text is semantically meaningless and the graphic shape is malformed. Global blur obscures details and softens all edges.
a book cover,Lafite/006-1.png,6,0.456811166048169,0.535798756459457,0.55004727435265,4,4,4,3,3,A stylized digital portrait of a figure on an orange graphic background. The face is warped and the torso fuses into a malformed shape. Heavy blurring and smeared textures obscure fine details everywhere.
a book cover,Lafite/006-2.png,6,0.428615641819638,0.443955507144106,0.461598080072553,3,3,2,2,3,A distorted human figure on an orange stylized poster with text elements. The subject's structure is severely warped with fused and unrecognizable body parts. Global textures show heavy smoothing and illegible pseudo-text artifacts.
a book cover,Lafite/006-3.png,6,0.507598343292069,0.5237796698164501,0.526068500530274,3,3,2,2,3,A distorted abstract face-like form sits on an orange background with illegible text. The central subject is structurally incoherent and semantically unreadable due to severe warping. Global textures appear waxy and smeared with repetitive background patterns.
